Jun 05 14:24:00.477 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we don't need to wait so long for circuits to finish. We will now assume a circuit is too slow to use after waiting 6015 milliseconds.
Jun 05 14:24:00.477 [info] circuit_build_times_set_timeout(): Circuit timeout data: 6015.382339ms, 287789.765074ms, Xm: 753, a: 0.774509, r: 0.216000
Jun 05 14:24:14.193 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5815ms (5815.448436ms, 227033.902977ms, Xm: 812, a: 0.817483, r: 0.231000) based on 1000 circuit times
Jun 05 14:24:14.297 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5830ms (5830.091141ms, 228673.426088ms, Xm: 812, a: 0.816440, r: 0.231000) based on 1000 circuit times
Jun 05 14:24:14.347 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5848ms (5847.775491ms, 230663.761444ms, Xm: 812, a: 0.815187, r: 0.230000) based on 1000 circuit times
Jun 05 14:24:15.540 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5726ms (5726.160153ms, 194338.484618ms, Xm: 862, a: 0.849960, r: 0.238000) based on 1000 circuit times
Jun 05 14:24:15.560 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5720ms (5720.308232ms, 193770.741223ms, Xm: 862, a: 0.850419, r: 0.238000) based on 1000 circuit times
Jun 05 14:24:16.563 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5737ms (5737.474932ms, 195439.291729ms, Xm: 862, a: 0.849075, r: 0.237000) based on 1000 circuit times
Jun 05 14:24:17.246 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5744ms (5743.584580ms, 196035.377940ms, Xm: 862, a: 0.848598, r: 0.237000) based on 1000 circuit times
Jun 05 14:24:19.305 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5742ms (5741.751430ms, 195856.403065ms, Xm: 862, a: 0.848741, r: 0.236000) based on 1000 circuit times
Jun 05 14:24:20.028 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5757ms (5756.974982ms, 197345.942463ms, Xm: 862, a: 0.847558, r: 0.234000) based on 1000 circuit times
Jun 05 14:24:21.018 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5757ms (5756.649500ms, 197314.019063ms, Xm: 862, a: 0.847583, r: 0.234000) based on 1000 circuit times
Jun 05 14:24:24.251 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5771ms (5771.344955ms, 198758.706751ms, Xm: 862, a: 0.846447, r: 0.234000) based on 1000 circuit times
Jun 05 14:24:25.927 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5754ms (5754.111436ms, 197065.199828ms, Xm: 862, a: 0.847780, r: 0.236000) based on 1000 circuit times
Jun 05 14:24:34.376 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5766ms (5766.362615ms, 198268.132239ms, Xm: 862, a: 0.846831, r: 0.234000) based on 1000 circuit times
Jun 05 14:24:58.285 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5768ms (5767.849676ms, 198414.469763ms, Xm: 862, a: 0.846716, r: 0.234000) based on 1000 circuit times
Jun 05 14:24:59.344 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5764ms (5763.579841ms, 197994.476106ms, Xm: 862, a: 0.847046, r: 0.235000) based on 1000 circuit times
Jun 05 14:25:00.144 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5865ms (5864.753755ms, 229419.758211ms, Xm: 818, a: 0.817034, r: 0.229000) based on 1000 circuit times
Jun 05 14:25:02.731 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5880ms (5880.479881ms, 231184.403973ms, Xm: 818, a: 0.815925, r: 0.228000) based on 1000 circuit times
Jun 05 14:25:11.720 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5860ms (5859.965627ms, 228884.222843ms, Xm: 818, a: 0.817373, r: 0.228000) based on 1000 circuit times
Jun 05 14:25:14.954 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5859ms (5858.959960ms, 228771.845927ms, Xm: 818, a: 0.817445, r: 0.228000) based on 1000 circuit times
Jun 05 14:25:24.020 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5890ms (5889.860959ms, 232241.256993ms, Xm: 818, a: 0.815266, r: 0.227000) based on 1000 circuit times
Jun 05 14:25:27.126 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5889ms (5888.666308ms, 232106.495843ms, Xm: 818, a: 0.815350, r: 0.227000) based on 1000 circuit times
Jun 05 14:25:28.202 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5879ms (5879.050112ms, 231023.604430ms, Xm: 818, a: 0.816026, r: 0.228000) based on 1000 circuit times
Jun 05 14:25:33.299 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5875ms (5874.841303ms, 230550.681460ms, Xm: 818, a: 0.816322, r: 0.229000) based on 1000 circuit times
Jun 05 14:25:33.798 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5878ms (5877.525744ms, 230852.245907ms, Xm: 818, a: 0.816133, r: 0.230000) based on 1000 circuit times
Jun 05 14:25:36.376 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5880ms (5879.523782ms, 231076.867904ms, Xm: 818, a: 0.815992, r: 0.229000) based on 1000 circuit times
Jun 05 14:25:36.791 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5873ms (5873.119029ms, 230357.339750ms, Xm: 818, a: 0.816444, r: 0.229000) based on 1000 circuit times
Jun 05 14:25:44.912 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5879ms (5879.025335ms, 231020.818588ms, Xm: 818, a: 0.816027, r: 0.228000) based on 1000 circuit times
Jun 05 14:25:56.125 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5869ms (5869.469398ms, 229947.982482ms, Xm: 818, a: 0.816701, r: 0.229000) based on 1000 circuit times
Jun 05 14:25:56.667 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5874ms (5873.869103ms, 230441.529701ms, Xm: 818, a: 0.816391, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:08.524 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5876ms (5876.308274ms, 230715.446095ms, Xm: 818, a: 0.816219, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:10.987 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5869ms (5869.168988ms, 229914.308391ms, Xm: 818, a: 0.816722, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:11.125 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5865ms (5865.059467ms, 229453.978679ms, Xm: 818, a: 0.817013, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:12.695 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5864ms (5864.003115ms, 229335.747928ms, Xm: 818, a: 0.817087, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:19.335 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5875ms (5874.916176ms, 230559.089064ms, Xm: 818, a: 0.816317, r: 0.230000) based on 1000 circuit times
Jun 05 14:26:19.559 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5945ms (5944.777345ms, 251493.779469ms, Xm: 795, a: 0.799949, r: 0.222000) based on 1000 circuit times
Jun 05 14:26:22.718 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5946ms (5946.482553ms, 251700.249230ms, Xm: 795, a: 0.799835, r: 0.222000) based on 1000 circuit times
Jun 05 14:26:28.661 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5959ms (5958.922806ms, 253209.875406ms, Xm: 795, a: 0.799005, r: 0.223000) based on 1000 circuit times
Jun 05 14:26:29.248 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5940ms (5939.794404ms, 250891.067282ms, Xm: 795, a: 0.800282, r: 0.223000) based on 1000 circuit times
Jun 05 14:26:34.505 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5953ms (5952.594419ms, 252441.191150ms, Xm: 795, a: 0.799427, r: 0.223000) based on 1000 circuit times
Jun 05 14:27:09.353 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 6012ms (6012.436064ms, 275688.935026ms, Xm: 770, a: 0.783107, r: 0.218000) based on 1000 circuit times
Jun 05 14:27:09.435 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5995ms (5995.347425ms, 273452.797848ms, Xm: 770, a: 0.784193, r: 0.218000) based on 1000 circuit times
Jun 05 14:27:09.505 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5976ms (5976.302775ms, 270320.823285ms, Xm: 771, a: 0.785909, r: 0.221000) based on 1000 circuit times
Jun 05 14:27:09.922 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5972ms (5972.423831ms, 269819.093959ms, Xm: 771, a: 0.786158, r: 0.222000) based on 1000 circuit times
Jun 05 14:27:10.307 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5962ms (5961.760521ms, 268442.950592ms, Xm: 771, a: 0.786845, r: 0.223000) based on 1000 circuit times
Jun 05 14:27:13.287 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5872ms (5871.530022ms, 236598.751823ms, Xm: 806, a: 0.810479, r: 0.231000) based on 1000 circuit times
Jun 05 14:27:27.678 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5879ms (5879.422442ms, 237509.893583ms, Xm: 806, a: 0.809931, r: 0.230000) based on 1000 circuit times
Jun 05 14:27:28.148 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5891ms (5891.388640ms, 238895.682330ms, Xm: 806, a: 0.809103, r: 0.229000) based on 1000 circuit times
Jun 05 14:27:28.639 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5877ms (5876.793299ms, 237206.118619ms, Xm: 806, a: 0.810113, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:04.744 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5884ms (5884.068122ms, 238047.280486ms, Xm: 806, a: 0.809609, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:27.470 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5879ms (5879.182920ms, 237482.208456ms, Xm: 806, a: 0.809947, r: 0.230000) based on 1000 circuit times
Jun 05 14:28:27.888 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5877ms (5877.170836ms, 237249.724281ms, Xm: 806, a: 0.810087, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:29.982 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5871ms (5871.312477ms, 236573.669508ms, Xm: 806, a: 0.810494, r: 0.230000) based on 1000 circuit times
Jun 05 14:28:34.856 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5849ms (5849.354424ms, 231904.075504ms, Xm: 810, a: 0.814059, r: 0.232000) based on 1000 circuit times
Jun 05 14:28:37.562 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5826ms (5825.685468ms, 229229.133913ms, Xm: 810, a: 0.815732, r: 0.232000) based on 1000 circuit times
Jun 05 14:28:40.644 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5841ms (5841.204975ms, 230980.788126ms, Xm: 810, a: 0.814634, r: 0.232000) based on 1000 circuit times
Jun 05 14:28:44.647 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5848ms (5847.972970ms, 233353.545356ms, Xm: 807, a: 0.812631, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:47.667 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5851ms (5850.691234ms, 233664.044158ms, Xm: 807, a: 0.812441, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:49.906 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5842ms (5841.593458ms, 232625.887940ms, Xm: 807, a: 0.813079, r: 0.231000) based on 1000 circuit times
Jun 05 14:28:51.331 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5688ms (5688.481165ms, 186651.253917ms, Xm: 872, a: 0.858180, r: 0.241000) based on 1000 circuit times
Jun 05 14:29:38.601 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5671ms (5670.570576ms, 184974.603259ms, Xm: 872, a: 0.859625, r: 0.241000) based on 1000 circuit times
Jun 05 14:29:40.036 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5691ms (5691.036035ms, 186891.223517ms, Xm: 872, a: 0.857974, r: 0.241000) based on 1000 circuit times
Jun 05 14:30:10.484 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5690ms (5689.503939ms, 186747.295274ms, Xm: 872, a: 0.858097, r: 0.241000) based on 1000 circuit times
Jun 05 14:30:48.877 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5673ms (5672.706910ms, 185174.073548ms, Xm: 872, a: 0.859452, r: 0.242000) based on 1000 circuit times
Jun 05 14:30:52.657 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5676ms (5675.728473ms, 185456.436818ms, Xm: 872, a: 0.859208, r: 0.242000) based on 1000 circuit times
Jun 05 14:33:30.046 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5869ms (5869.295790ms, 241333.047747ms, Xm: 797, a: 0.806075, r: 0.228000) based on 1000 circuit times
Jun 05 14:33:31.435 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5892ms (5891.556850ms, 243961.378837ms, Xm: 797, a: 0.804550, r: 0.227000) based on 1000 circuit times
Jun 05 14:33:41.798 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5885ms (5885.347739ms, 243226.415249ms, Xm: 797, a: 0.804974, r: 0.227000) based on 1000 circuit times
Jun 05 14:33:52.714 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5884ms (5884.001183ms, 243067.215671ms, Xm: 797, a: 0.805066, r: 0.228000) based on 1000 circuit times
Jun 05 14:34:08.033 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5895ms (5895.018929ms, 244371.806829ms, Xm: 797, a: 0.804313, r: 0.227000) based on 1000 circuit times
Jun 05 14:34:24.243 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5896ms (5896.084533ms, 244498.223994ms, Xm: 797, a: 0.804241, r: 0.227000) based on 1000 circuit times
Jun 05 14:34:24.962 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5903ms (5903.270932ms, 245351.888731ms, Xm: 797, a: 0.803752, r: 0.227000) based on 1000 circuit times
Jun 05 14:34:26.245 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5909ms (5908.691517ms, 245997.075432ms, Xm: 797, a: 0.803383, r: 0.224000) based on 1000 circuit times
Jun 05 14:34:26.589 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5900ms (5899.685275ms, 244925.710342ms, Xm: 797, a: 0.803996, r: 0.226000) based on 1000 circuit times
Jun 05 14:34:28.089 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5915ms (5915.470337ms, 246805.478209ms, Xm: 797, a: 0.802924, r: 0.223000) based on 1000 circuit times
Jun 05 14:34:31.348 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5920ms (5919.680337ms, 247308.407168ms, Xm: 797, a: 0.802639, r: 0.224000) based on 1000 circuit times
Jun 05 14:34:31.882 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5924ms (5923.582978ms, 247775.213963ms, Xm: 797, a: 0.802375, r: 0.224000) based on 1000 circuit times
Jun 05 14:34:34.017 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5919ms (5918.660831ms, 247186.555324ms, Xm: 797, a: 0.802708, r: 0.223000) based on 1000 circuit times
Jun 05 14:34:34.361 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5921ms (5921.250208ms, 247496.115348ms, Xm: 797, a: 0.802533, r: 0.223000) based on 1000 circuit times
Jun 05 14:34:35.726 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5941ms (5941.011275ms, 249866.860763ms, Xm: 797, a: 0.801202, r: 0.222000) based on 1000 circuit times
Jun 05 14:34:37.499 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5945ms (5944.775230ms, 250320.092421ms, Xm: 797, a: 0.800949, r: 0.223000) based on 1000 circuit times
Jun 05 14:34:39.505 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5948ms (5947.742151ms, 250677.726910ms, Xm: 797, a: 0.800750, r: 0.223000) based on 1000 circuit times
Jun 05 14:35:55.623 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5927ms (5926.550932ms, 248130.603343ms, Xm: 797, a: 0.802175, r: 0.222000) based on 1000 circuit times
Jun 05 14:35:55.746 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5922ms (5921.945934ms, 247579.332407ms, Xm: 797, a: 0.802486, r: 0.224000) based on 1000 circuit times
Jun 05 14:35:55.748 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5922ms (5921.849684ms, 247567.818711ms, Xm: 797, a: 0.802492, r: 0.224000) based on 1000 circuit times
Jun 05 14:35:57.079 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5923ms (5923.353636ms, 247747.765768ms, Xm: 797, a: 0.802391, r: 0.224000) based on 1000 circuit times
Jun 05 14:35:57.172 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5764ms (5763.857986ms, 198879.858641ms, Xm: 860, a: 0.845991, r: 0.237000) based on 1000 circuit times
Jun 05 14:35:58.340 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5760ms (5759.796632ms, 198479.144210ms, Xm: 860, a: 0.846304, r: 0.237000) based on 1000 circuit times
Jun 05 14:36:57.784 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5753ms (5752.800008ms, 197790.053185ms, Xm: 860, a: 0.846845, r: 0.238000) based on 1000 circuit times
Jun 05 14:36:59.121 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5744ms (5743.550269ms, 196881.446217ms, Xm: 860, a: 0.847563, r: 0.239000) based on 1000 circuit times
Jun 05 14:36:59.725 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5736ms (5736.368525ms, 196177.855310ms, Xm: 860, a: 0.848122, r: 0.239000) based on 1000 circuit times
Jun 05 14:37:04.328 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5732ms (5731.784683ms, 194465.059305ms, Xm: 863, a: 0.850040, r: 0.239000) based on 1000 circuit times
Jun 05 14:37:14.063 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5720ms (5720.252662ms, 193347.642675ms, Xm: 863, a: 0.850945, r: 0.240000) based on 1000 circuit times
Jun 05 14:37:15.445 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5711ms (5711.226133ms, 192475.920838ms, Xm: 863, a: 0.851656, r: 0.242000) based on 1000 circuit times
Jun 05 14:37:35.907 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5727ms (5727.448257ms, 194044.381808ms, Xm: 863, a: 0.850380, r: 0.240000) based on 1000 circuit times
Jun 05 14:37:42.767 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5730ms (5730.185576ms, 194309.860618ms, Xm: 863, a: 0.850165, r: 0.241000) based on 1000 circuit times
Jun 05 14:37:43.540 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5733ms (5732.934154ms, 194576.669056ms, Xm: 863, a: 0.849950, r: 0.241000) based on 1000 circuit times
Jun 05 14:37:44.045 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5736ms (5736.185682ms, 194892.607099ms, Xm: 863, a: 0.849695, r: 0.242000) based on 1000 circuit times
Jun 05 14:37:44.327 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5721ms (5720.816896ms, 193402.217776ms, Xm: 863, a: 0.850901, r: 0.243000) based on 1000 circuit times
Jun 05 14:37:44.436 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5717ms (5716.950699ms, 193028.463915ms, Xm: 863, a: 0.851205, r: 0.243000) based on 1000 circuit times
Jun 05 14:37:47.378 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5723ms (5723.095780ms, 193622.742942ms, Xm: 863, a: 0.850722, r: 0.243000) based on 1000 circuit times
Jun 05 14:37:49.150 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5708ms (5707.872614ms, 192152.713008ms, Xm: 863, a: 0.851921, r: 0.244000) based on 1000 circuit times
Jun 05 14:37:53.608 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5710ms (5710.103837ms, 192367.716132ms, Xm: 863, a: 0.851745, r: 0.244000) based on 1000 circuit times
Jun 05 14:38:01.195 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5690ms (5689.873105ms, 190423.975506ms, Xm: 863, a: 0.853348, r: 0.243000) based on 1000 circuit times
Jun 05 14:38:01.612 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5682ms (5682.381637ms, 189707.460759ms, Xm: 863, a: 0.853944, r: 0.244000) based on 1000 circuit times
Jun 05 14:38:04.328 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5695ms (5695.293857ms, 190943.534736ms, Xm: 863, a: 0.852917, r: 0.243000) based on 1000 circuit times
Jun 05 14:38:04.806 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5700ms (5699.882056ms, 191384.016617ms, Xm: 863, a: 0.852553, r: 0.243000) based on 1000 circuit times
Jun 05 14:38:06.020 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5689ms (5689.311680ms, 190370.217565ms, Xm: 863, a: 0.853392, r: 0.243000) based on 1000 circuit times
Jun 05 14:38:06.163 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5688ms (5688.373909ms, 190280.445532ms, Xm: 863, a: 0.853467, r: 0.243000) based on 1000 circuit times
Jun 05 14:38:10.925 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5705ms (5704.553340ms, 191833.153465ms, Xm: 863, a: 0.852183, r: 0.244000) based on 1000 circuit times
Jun 05 14:38:11.086 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5718ms (5717.797218ms, 193110.258603ms, Xm: 863, a: 0.851138, r: 0.242000) based on 1000 circuit times
Jun 05 14:38:13.285 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5715ms (5714.553021ms, 192796.911300ms, Xm: 863, a: 0.851394, r: 0.245000) based on 1000 circuit times
Jun 05 14:38:14.003 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5700ms (5699.912915ms, 191386.981397ms, Xm: 863, a: 0.852551, r: 0.244000) based on 1000 circuit times
Jun 05 14:38:14.654 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5764ms (5764.401900ms, 210632.008372ms, Xm: 834, a: 0.832515, r: 0.238000) based on 1000 circuit times
Jun 05 14:38:18.410 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5769ms (5768.945816ms, 211107.442608ms, Xm: 834, a: 0.832176, r: 0.238000) based on 1000 circuit times
Jun 05 14:38:19.897 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5759ms (5759.257899ms, 210094.627920ms, Xm: 834, a: 0.832900, r: 0.239000) based on 1000 circuit times
Jun 05 14:38:22.329 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5768ms (5767.656314ms, 216741.231418ms, Xm: 822, a: 0.826081, r: 0.237000) based on 1000 circuit times
Jun 05 14:38:31.551 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5787ms (5786.533181ms, 218777.174501ms, Xm: 822, a: 0.824698, r: 0.236000) based on 1000 circuit times
Jun 05 14:38:35.196 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5739ms (5739.034715ms, 213677.857728ms, Xm: 822, a: 0.828196, r: 0.240000) based on 1000 circuit times
Jun 05 14:38:35.806 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5749ms (5749.019336ms, 214743.292062ms, Xm: 822, a: 0.827456, r: 0.239000) based on 1000 circuit times
Jun 05 14:38:42.297 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5747ms (5746.549847ms, 214479.458003ms, Xm: 822, a: 0.827639, r: 0.238000) based on 1000 circuit times
Jun 05 14:40:29.738 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5729ms (5729.262640ms, 212638.439081ms, Xm: 822, a: 0.828923, r: 0.238000) based on 1000 circuit times
Jun 05 14:40:32.243 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5742ms (5741.749584ms, 213967.213518ms, Xm: 822, a: 0.827994, r: 0.239000) based on 1000 circuit times
Jun 05 14:40:34.773 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5733ms (5732.672099ms, 213000.715882ms, Xm: 822, a: 0.828669, r: 0.239000) based on 1000 circuit times
Jun 05 14:40:39.569 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5729ms (5729.430120ms, 214108.433173ms, Xm: 819, a: 0.827352, r: 0.238000) based on 1000 circuit times
Jun 05 14:40:41.022 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5712ms (5711.739069ms, 212222.185409ms, Xm: 819, a: 0.828670, r: 0.241000) based on 1000 circuit times
Jun 05 14:40:42.165 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5721ms (5720.836390ms, 213190.799995ms, Xm: 819, a: 0.827991, r: 0.238000) based on 1000 circuit times
Jun 05 14:40:46.059 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 5735ms (5734.944505ms, 214698.606801ms, Xm: 819, a: 0.826943, r: 0.237000) based on 1000 circuit times
