Jun 10 04:37:49.689 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we don't need to wait so long for circuits to finish. We will now assume a circuit is too slow to use after waiting 2462 milliseconds.
Jun 10 04:37:49.689 [info] circuit_build_times_set_timeout(): Circuit timeout data: 2462.483681ms, 60000.000000ms, Xm: 836, a: 1.489810, r: 0.300000
Jun 10 04:38:18.217 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2458ms (2458.406414ms, 60000.000000ms, Xm: 839, a: 1.497071, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:20.261 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2466ms (2466.356494ms, 60000.000000ms, Xm: 839, a: 1.492588, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:33.725 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2468ms (2467.510753ms, 60000.000000ms, Xm: 839, a: 1.491941, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:36.286 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2467ms (2466.639053ms, 60000.000000ms, Xm: 839, a: 1.492430, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:38.795 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2474ms (2473.748057ms, 60000.000000ms, Xm: 839, a: 1.488458, r: 0.302000) based on 1000 circuit times
Jun 10 04:38:47.198 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2467ms (2466.528653ms, 60000.000000ms, Xm: 839, a: 1.492492, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:47.214 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2457ms (2457.015099ms, 60000.000000ms, Xm: 839, a: 1.497860, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:49.199 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2457ms (2457.054861ms, 60000.000000ms, Xm: 838, a: 1.496176, r: 0.301000) based on 1000 circuit times
Jun 10 04:38:49.612 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2450ms (2449.879322ms, 60000.000000ms, Xm: 838, a: 1.500255, r: 0.300000) based on 1000 circuit times
Jun 10 04:39:12.289 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2450ms (2449.879322ms, 60000.000000ms, Xm: 838, a: 1.500255, r: 0.300000) based on 1000 circuit times
Jun 10 04:39:13.156 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2451ms (2450.520685ms, 60000.000000ms, Xm: 838, a: 1.499889, r: 0.300000) based on 1000 circuit times
Jun 10 04:39:16.703 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2452ms (2451.723333ms, 60000.000000ms, Xm: 838, a: 1.499204, r: 0.300000) based on 1000 circuit times
Jun 10 04:39:19.342 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2449ms (2448.646100ms, 60000.000000ms, Xm: 838, a: 1.500960, r: 0.300000) based on 1000 circuit times
Jun 10 04:40:14.558 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2440ms (2439.741872ms, 60000.000000ms, Xm: 838, a: 1.506077, r: 0.299000) based on 1000 circuit times
Jun 10 04:40:16.555 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2440ms (2439.813766ms, 60000.000000ms, Xm: 838, a: 1.506035, r: 0.299000) based on 1000 circuit times
Jun 10 04:40:17.201 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2433ms (2433.476944ms, 60000.000000ms, Xm: 838, a: 1.509709, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:20.493 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2431ms (2431.152711ms, 60000.000000ms, Xm: 837, a: 1.509372, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:21.051 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2428ms (2427.627802ms, 60000.000000ms, Xm: 837, a: 1.511428, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:21.545 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2428ms (2427.627802ms, 60000.000000ms, Xm: 837, a: 1.511428, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:23.020 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2428ms (2427.766991ms, 60000.000000ms, Xm: 837, a: 1.511347, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:27.195 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2428ms (2427.604900ms, 60000.000000ms, Xm: 837, a: 1.511442, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:29.495 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2435ms (2434.644674ms, 60000.000000ms, Xm: 837, a: 1.507343, r: 0.302000) based on 1000 circuit times
Jun 10 04:40:32.303 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2439ms (2438.715641ms, 60000.000000ms, Xm: 837, a: 1.504988, r: 0.301000) based on 1000 circuit times
Jun 10 04:40:34.244 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2438ms (2438.489779ms, 60000.000000ms, Xm: 837, a: 1.505118, r: 0.301000) based on 1000 circuit times
Jun 10 04:41:30.831 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2438ms (2438.489779ms, 60000.000000ms, Xm: 837, a: 1.505118, r: 0.301000) based on 1000 circuit times
Jun 10 04:41:53.401 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2438ms (2438.196973ms, 60000.000000ms, Xm: 837, a: 1.505287, r: 0.300000) based on 1000 circuit times
Jun 10 04:41:53.730 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2446ms (2445.507689ms, 60000.000000ms, Xm: 837, a: 1.501084, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:01.435 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2447ms (2447.437925ms, 60000.000000ms, Xm: 836, a: 1.498311, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:01.464 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2446ms (2445.821186ms, 60000.000000ms, Xm: 836, a: 1.499233, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:05.098 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2447ms (2447.251041ms, 60000.000000ms, Xm: 836, a: 1.498417, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:07.844 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2454ms (2454.361784ms, 60000.000000ms, Xm: 836, a: 1.494380, r: 0.302000) based on 1000 circuit times
Jun 10 04:42:08.770 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2450ms (2449.864507ms, 60000.000000ms, Xm: 836, a: 1.496930, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:09.666 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2450ms (2450.114127ms, 60000.000000ms, Xm: 835, a: 1.495124, r: 0.301000) based on 1000 circuit times
Jun 10 04:42:10.342 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2458ms (2457.504565ms, 60000.000000ms, Xm: 835, a: 1.490952, r: 0.302000) based on 1000 circuit times
Jun 10 04:42:11.565 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2465ms (2465.314538ms, 60000.000000ms, Xm: 835, a: 1.486582, r: 0.302000) based on 1000 circuit times
Jun 10 04:42:12.693 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2471ms (2471.315615ms, 60000.000000ms, Xm: 835, a: 1.483251, r: 0.303000) based on 1000 circuit times
Jun 10 04:42:12.863 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2471ms (2471.315615ms, 60000.000000ms, Xm: 835, a: 1.483251, r: 0.303000) based on 1000 circuit times
Jun 10 04:42:13.554 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2471ms (2470.680105ms, 60000.000000ms, Xm: 835, a: 1.483603, r: 0.303000) based on 1000 circuit times
Jun 10 04:42:18.919 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2473ms (2472.957624ms, 60000.000000ms, Xm: 835, a: 1.482344, r: 0.303000) based on 1000 circuit times
Jun 10 04:42:28.112 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2477ms (2476.792696ms, 60000.000000ms, Xm: 835, a: 1.480231, r: 0.302000) based on 1000 circuit times
Jun 10 04:42:42.026 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2477ms (2476.792696ms, 60000.000000ms, Xm: 835, a: 1.480231, r: 0.302000) based on 1000 circuit times
Jun 10 04:43:19.265 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2480ms (2479.708831ms, 60000.000000ms, Xm: 835, a: 1.478631, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:37.728 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2480ms (2479.708831ms, 60000.000000ms, Xm: 835, a: 1.478631, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:43.963 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2479ms (2479.451271ms, 60000.000000ms, Xm: 836, a: 1.480400, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:44.819 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2479ms (2479.451271ms, 60000.000000ms, Xm: 836, a: 1.480400, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:45.316 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2480ms (2480.200624ms, 60000.000000ms, Xm: 836, a: 1.479989, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:46.254 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2474ms (2473.744967ms, 60000.000000ms, Xm: 836, a: 1.483545, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:47.719 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2472ms (2471.917798ms, 60000.000000ms, Xm: 836, a: 1.484556, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:49.148 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2465ms (2464.520301ms, 60000.000000ms, Xm: 836, a: 1.488671, r: 0.302000) based on 1000 circuit times
Jun 10 04:44:50.965 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2457ms (2457.164743ms, 60000.000000ms, Xm: 836, a: 1.492798, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:51.633 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2467ms (2466.809502ms, 60000.000000ms, Xm: 829, a: 1.475925, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:52.363 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2468ms (2468.167248ms, 60000.000000ms, Xm: 829, a: 1.475180, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:53.852 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2467ms (2466.772503ms, 60000.000000ms, Xm: 828, a: 1.474313, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:57.830 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2467ms (2466.505759ms, 60000.000000ms, Xm: 826, a: 1.471200, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:58.576 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2478ms (2477.611628ms, 60000.000000ms, Xm: 826, a: 1.465183, r: 0.301000) based on 1000 circuit times
Jun 10 04:44:58.850 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2488ms (2487.737314ms, 60000.000000ms, Xm: 826, a: 1.459762, r: 0.301000) based on 1000 circuit times
Jun 10 04:45:02.699 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2496ms (2496.091757ms, 60000.000000ms, Xm: 825, a: 1.453745, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:02.857 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2494ms (2494.388060ms, 60000.000000ms, Xm: 825, a: 1.454642, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:04.965 [info] circuit_build_times_set_timeout(): Based on 1000 circuit times, it looks like we need to wait longer for circuits to finish. We will now assume a circuit is too slow to use after waiting 2502 milliseconds.
Jun 10 04:45:04.965 [info] circuit_build_times_set_timeout(): Circuit timeout data: 2501.902550ms, 60000.000000ms, Xm: 825, a: 1.450698, r: 0.303000
Jun 10 04:45:06.037 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2509ms (2509.131700ms, 60000.000000ms, Xm: 804, a: 1.414154, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:08.690 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2517ms (2516.677410ms, 60000.000000ms, Xm: 804, a: 1.410432, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:09.783 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2516ms (2516.168445ms, 60000.000000ms, Xm: 803, a: 1.409145, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:16.272 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2516ms (2516.267802ms, 60000.000000ms, Xm: 803, a: 1.409096, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:17.345 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2510ms (2509.537574ms, 60000.000000ms, Xm: 803, a: 1.412408, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:25.412 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2518ms (2517.988640ms, 60000.000000ms, Xm: 803, a: 1.408253, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:27.482 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2525ms (2525.334597ms, 60000.000000ms, Xm: 803, a: 1.404673, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:29.589 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2527ms (2527.279179ms, 60000.000000ms, Xm: 803, a: 1.403730, r: 0.302000) based on 1000 circuit times
Jun 10 04:45:30.229 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2534ms (2534.168807ms, 60000.000000ms, Xm: 803, a: 1.400405, r: 0.303000) based on 1000 circuit times
Jun 10 04:45:35.309 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2536ms (2536.147783ms, 60000.000000ms, Xm: 803, a: 1.399454, r: 0.303000) based on 1000 circuit times
Jun 10 04:46:57.412 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2540ms (2539.952274ms, 60000.000000ms, Xm: 803, a: 1.397632, r: 0.303000) based on 1000 circuit times
Jun 10 04:47:12.932 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2538ms (2538.102907ms, 60000.000000ms, Xm: 803, a: 1.398517, r: 0.303000) based on 1000 circuit times
Jun 10 04:47:13.452 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2544ms (2544.268337ms, 60000.000000ms, Xm: 803, a: 1.395575, r: 0.304000) based on 1000 circuit times
Jun 10 04:47:16.716 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2548ms (2548.106339ms, 60000.000000ms, Xm: 803, a: 1.393753, r: 0.304000) based on 1000 circuit times
Jun 10 04:47:16.913 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2547ms (2547.073493ms, 60000.000000ms, Xm: 803, a: 1.394243, r: 0.304000) based on 1000 circuit times
Jun 10 04:47:20.693 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2550ms (2550.288869ms, 60000.000000ms, Xm: 803, a: 1.392721, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:20.851 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2552ms (2551.998073ms, 60000.000000ms, Xm: 804, a: 1.393413, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:22.317 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2545ms (2544.896445ms, 60000.000000ms, Xm: 804, a: 1.396783, r: 0.304000) based on 1000 circuit times
Jun 10 04:47:23.689 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2546ms (2546.486310ms, 60000.000000ms, Xm: 804, a: 1.396027, r: 0.304000) based on 1000 circuit times
Jun 10 04:47:24.179 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2555ms (2554.751587ms, 60000.000000ms, Xm: 802, a: 1.389121, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:24.928 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2556ms (2556.358196ms, 60000.000000ms, Xm: 802, a: 1.388368, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:26.360 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2567ms (2566.575212ms, 60000.000000ms, Xm: 802, a: 1.383607, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:29.106 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2561ms (2561.138545ms, 60000.000000ms, Xm: 802, a: 1.386134, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:31.094 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2572ms (2572.121472ms, 60000.000000ms, Xm: 802, a: 1.381044, r: 0.305000) based on 1000 circuit times
Jun 10 04:47:38.714 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2579ms (2578.941326ms, 60000.000000ms, Xm: 802, a: 1.377913, r: 0.306000) based on 1000 circuit times
Jun 10 04:47:40.110 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2576ms (2575.837762ms, 60000.000000ms, Xm: 802, a: 1.379335, r: 0.305000) based on 1000 circuit times
Jun 10 04:48:01.930 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2591ms (2590.646048ms, 60000.000000ms, Xm: 802, a: 1.372592, r: 0.305000) based on 1000 circuit times
Jun 10 04:48:06.356 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2591ms (2590.646048ms, 60000.000000ms, Xm: 802, a: 1.372592, r: 0.305000) based on 1000 circuit times
Jun 10 04:48:12.178 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2591ms (2590.646048ms, 60000.000000ms, Xm: 802, a: 1.372592, r: 0.305000) based on 1000 circuit times
Jun 10 04:48:12.289 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2607ms (2607.224014ms, 60000.000000ms, Xm: 767, a: 1.315379, r: 0.303000) based on 1000 circuit times
Jun 10 04:48:12.403 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2599ms (2599.369679ms, 60000.000000ms, Xm: 767, a: 1.318630, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:12.493 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2589ms (2588.547071ms, 60000.000000ms, Xm: 767, a: 1.323154, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:12.509 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2584ms (2584.413817ms, 60000.000000ms, Xm: 767, a: 1.324894, r: 0.303000) based on 1000 circuit times
Jun 10 04:48:12.850 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2586ms (2586.039387ms, 60000.000000ms, Xm: 767, a: 1.324209, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:44.321 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2599ms (2598.790231ms, 60000.000000ms, Xm: 749, a: 1.293696, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:46.481 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2591ms (2591.202796ms, 60000.000000ms, Xm: 749, a: 1.296743, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:47.279 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2594ms (2594.383392ms, 60000.000000ms, Xm: 749, a: 1.295463, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:47.550 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2580ms (2580.034729ms, 60000.000000ms, Xm: 769, a: 1.329601, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:48.269 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2576ms (2575.559592ms, 60000.000000ms, Xm: 769, a: 1.331510, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:48.424 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2575ms (2575.273025ms, 60000.000000ms, Xm: 769, a: 1.331633, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:49.230 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2560ms (2559.985464ms, 60000.000000ms, Xm: 769, a: 1.338225, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:49.666 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2560ms (2559.715287ms, 60000.000000ms, Xm: 769, a: 1.338343, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:50.197 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2568ms (2568.217934ms, 60000.000000ms, Xm: 768, a: 1.333224, r: 0.301000) based on 1000 circuit times
Jun 10 04:48:50.750 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2559ms (2559.217419ms, 60000.000000ms, Xm: 785, a: 1.361884, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:52.666 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2567ms (2567.414673ms, 60000.000000ms, Xm: 783, a: 1.355291, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:52.676 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2560ms (2559.737736ms, 60000.000000ms, Xm: 783, a: 1.358717, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:53.572 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2567ms (2567.335286ms, 60000.000000ms, Xm: 783, a: 1.355326, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:54.258 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2566ms (2566.358826ms, 60000.000000ms, Xm: 783, a: 1.355761, r: 0.302000) based on 1000 circuit times
Jun 10 04:48:55.415 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2557ms (2557.323218ms, 60000.000000ms, Xm: 783, a: 1.359801, r: 0.302000) based on 1000 circuit times
Jun 10 04:49:00.158 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2568ms (2567.883791ms, 60000.000000ms, Xm: 783, a: 1.355083, r: 0.302000) based on 1000 circuit times
Jun 10 04:49:02.719 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2570ms (2569.916849ms, 60000.000000ms, Xm: 785, a: 1.357093, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:08.177 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2569ms (2568.738226ms, 60000.000000ms, Xm: 785, a: 1.357618, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:14.381 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2569ms (2568.738226ms, 60000.000000ms, Xm: 785, a: 1.357618, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:14.474 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2565ms (2565.215571ms, 60000.000000ms, Xm: 785, a: 1.359192, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:14.502 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2557ms (2556.691972ms, 60000.000000ms, Xm: 785, a: 1.363023, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:14.654 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2557ms (2557.243598ms, 60000.000000ms, Xm: 785, a: 1.362774, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:14.887 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2558ms (2558.250581ms, 60000.000000ms, Xm: 785, a: 1.362320, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:15.106 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2556ms (2556.092768ms, 60000.000000ms, Xm: 785, a: 1.363293, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:47.627 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2553ms (2552.650671ms, 60000.000000ms, Xm: 785, a: 1.364851, r: 0.303000) based on 1000 circuit times
Jun 10 04:49:49.230 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2547ms (2547.384653ms, 60000.000000ms, Xm: 785, a: 1.367246, r: 0.302000) based on 1000 circuit times
Jun 10 04:49:49.689 [info] circuit_build_times_set_timeout(): Set circuit build timeout to 2542ms (2542.138046ms, 60000.000000ms, Xm: 785, a: 1.369645, r: 0.301000) based on 1000 circuit times
